final_equity,CAGR,Sharpe,MaxDD,bench_final,bench_CAGR
66.44122578051723,0.18231235400072765,0.9402326399655918,-0.19461641777252925,28.971167565723807,0.14378936306589973
11.450000781888049,0.10218931621311245,0.49152270893659344,-0.26205295759582126,5.410358860557079,0.06970135567331215
22.77912255463774,0.13286553326934625,0.6420004162983256,-0.47032190799901974,11.138208107359238,0.10097555609192121
26.509831460235482,0.13974367060641324,0.6949534598480436,-0.2819790611324353,30.685720939398863,0.14641695948590883
25.555579185863934,0.1380773587861872,0.6717214567577043,-0.3409817734046996,5.034574402795391,0.06663259027839574
36.90316479440799,0.1548894834421426,0.7584161981657138,-0.29606988553729197,7.98755071934446,0.08646240947651362
25.228171404872043,0.13749184854816,0.6880136482302955,-0.3908173173714149,6.316773870770025,0.07633438797396264
69.98966349618647,0.18476994636908528,0.9159709895254126,-0.27015656042555314,42.21359991083444,0.1611028268395076
16.251944105489276,0.11770294468602427,0.5480772814010676,-0.3956641834856558,8.26085079753781,0.08792216652695606
14.04519459127277,0.11121230135672122,0.5295164544784244,-0.40701857243941564,3.337168750364026,0.04927097915487755
59.70853447185432,0.1772816822631904,0.9107005679788337,-0.29906954825114473,17.73316131146904,0.1216004980482348
58.27881518361544,0.17614350170140014,0.9027087347713538,-0.2971255043330915,40.55024748719032,0.15924147428999347
30.552858940421878,0.14621844803649453,0.742702736832408,-0.2029604800052175,5.17381218471723,0.0677945268519975
13.000104572920977,0.10778849225713505,0.5157076948965044,-0.34437271118617097,8.515238857107153,0.08923982900580518
7.019323918618967,0.08087397557974874,0.3603607132123053,-0.35340018262999406,1.698331786096823,0.021362811005773086
13.37298213919848,0.10903944350943462,0.5189544454322984,-0.30801837607474736,3.4089859247964203,0.050162979107843064
10.252803326736794,0.0973420741498785,0.43913878654103006,-0.30915196380637555,8.968287183553361,0.09149557280620257
58.27524932872911,0.17614062959691923,0.8632364328026911,-0.3136282794934696,14.85065231976878,0.11368803797277627
